Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
SD,"SandRidge Energy, Inc.",19.94,714942399,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,1.5,42000000,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,1.4809,73637752.5,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,3.1,162750000,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/per
SNY,Sanofi,49.21,1.27161E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sny
SC,Santander Consumer USA Holdings Inc.,12.27,4410104774,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sc
SOV^C,"Santander Holdings USA, Inc.",26.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sov^c
SAP,SAP SE,103.37,1.23902E+11,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,26.36,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/sab
SAR,Saratoga Investment Corp,22.43,128841217.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,30.42,19901618224,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",57.99,1246785000,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",25.53,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfs^c
SCG,Scana Corporation,65.11,9305320466,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg
SLB,Schlumberger N.V.,71.02,98680646171,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",18.59,3233601151,n/a,2017,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",37.89,1163532864,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,73.17,3197984922,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,6.45,485759961.9,n/a,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,24.65,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sltb
SBBC,Scorpio Tankers Inc.,25.34,0,n/a,2017,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbbc
SBNA,Scorpio Tankers Inc.,24.05,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbna
SBNB,Scorpio Tankers Inc.,25.28,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sbnb
STNG,Scorpio Tankers Inc.,4.19,731698673.5,n/a,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),87.21,5218837128,n/a,1992,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/smg
LBF,"Scudder Global High Income Fund, Inc.",8.59,55685568.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lbf
KMM,Scudder Multi-Market Income Trust,8.8,197060705.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kmm
KTF,Scudder Municiple Income Trust,13.49,531464248.5,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/ktf
KST,Scudder Strategic Income Trust,12.3,53607139.2,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/kst
KSM,Scudder Strategic Municiple Income Trust,12.84,143680729.9,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/ksm
SA,"Seabridge Gold, Inc.",10.95,620504942.1,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",64.58,1133378419,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ckh
SDRL,Seadrill Limited,0.59,297622125.2,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,3,275464800,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,42.53,8307187561,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,6.15,674035049.3,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,21.6307,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,22.2507,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,21.7028,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,21.3376,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ssw^h
SSWN,Seaspan Corporation,25,0,n/a,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sswn
SEAS,"SeaWorld Entertainment, Inc.",18.41,1670490023,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,16.1,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,15.93,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/jbr
WTTR,"Select Energy Services, Inc.",14.88,1002026804,n/a,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,14.05,1865271467,n/a,2009,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sem
SGZA,"Selective Insurance Group, Inc.",25.38,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,32,2120108512,n/a,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,5.41,4601661880,n/a,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,111.61,27995293670,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
ST,Sensata Technologies Holding N.V.,39.54,6765982826,n/a,2010,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,79.81,3532300495,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,3.9,292976334.3,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,40,2241114760,n/a,2015,Finance,Real Estate,http://www.nasdaq.com/symbol/srg
SCI,Service Corporation International,32.01,6017597256,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",37.29,4997989029,n/a,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",96.9,16461339539,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",36.1,1322583282,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,20.95,9822216646,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",31.9,5656426464,n/a,2014,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),334.05,31109509951,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,44.33,21021267692,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,13.9,1410913593,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,93.58,7323793895,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",44.52,1538880991,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,8.71,2022906950,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,60.13,4115252824,n/a,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/sig
SSNI,"Silver Spring Networks, Inc.",9.82,521164123.5,n/a,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ssni
SLW,Silver Wheaton Corp,20.65,9117326401,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/slw
SBOW,"SilverBow Resorces, Inc.",27.07,310728652.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbow
SPG,"Simon Property Group, Inc.",157.48,49165604031,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",72.9967,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",41.28,1967169876,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",56.94,6149520000,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/shi
SITE,"SiteOne Landscape Supply, Inc.",49.02,1942624021,n/a,2016,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,61.99,5616911854,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/six
SJW,SJW Group,48.34,990908753.2,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",23.36,14859729515,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",23.85,3776244864,n/a,1999,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/skx
SLG,SL Green Realty Corporation,102.7,10452244950,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corporation,25.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,21.29,2368687610,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sm
SFS,Smart,12.9,944433574.5,n/a,2014,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfs
SNN,"Smith & Nephew SNATS, Inc.",34.2,15453666788,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,53.54,9264303912,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/aos
SNAP,Snap Inc.,19.14,22563186091,n/a,2017,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,170,9851348700,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sna
SQM,Sociedad Quimica y Minera S.A.,34.34,9038168634,n/a,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sqm
SLRA,Solar Capital Ltd.,25.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slra
SAH,"Sonic Automotive, Inc.",18.65,839085339.2,n/a,1997,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,50.69,5037791079,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,35.55,44912489238,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,49.45,2641231411,n/a,1988,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",38.26,330581359.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",35.37,2813612689,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji
SXE,"Southcross Energy Partners, L.P.",3.9,304813914.6,n/a,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sxe
SCE^F,Southern California Edison Company,25.3,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^f
SCE^G,Southern California Edison Company,25.0708,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,28.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,28.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,28.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sce^k
SO,Southern Company (The),49.87,49600641308,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),26.96,0,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),24.63,0,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/sojb
SCCO,Southern Copper Corporation,34.6,26746369827,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,57.22,34598798721,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",79.57,3784307107,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,7.66,3874962706,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swn
SWNC,Southwestern Energy Company,18.77,0,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/swnc
SPA,Sparton Corporation,18.62,183605023.7,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/spa
SPE,Special Opportunities Fund Inc.,14.81,126011625.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.51,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/spe^b
SEP,"Spectra Energy Partners, LP",43.29,13370041435,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep
SPB           ,"Spectrum Brands Holdings, Inc.",129.35,7609513817,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spb
TRK,"Speedway Motorsports, Inc.",17.01,698500613.2,n/a,1995,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/trk
SR,Spire Inc.,69.9,3373276070,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",54.11,6526614007,n/a,2006,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/spr
SRC,"Spirit Realty Capital, Inc.",7.4,3581662841,n/a,2013,Consumer Services,Building operators,http://www.nasdaq.com/symbol/src
SRLP,Sprague Resources LP,26.1,588386054.7,n/a,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/srlp
S,Sprint Corporation,7.95,31697978517,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s
SPXC,SPX Corporation,27.73,1175525141,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/spxc
FLOW,"SPX FLOW, Inc.",38.13,1612355266,n/a,2015,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flow
SQ,"Square, Inc.",20.08,7512009003,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sq
JOE,St. Joe Company (The),17.6,1266669923,n/a,n/a,Consumer Services,Homebuilding,http://www.nasdaq.com/symbol/joe
STAG,"Stag Industrial, Inc.",25.89,2297130457,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stag
STAG^B,"Stag Industrial, Inc.",25.7018,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^b
STAG^C,"Stag Industrial, Inc.",26.5913,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stag^c
SSI,"Stage Stores, Inc.",2.37,67430190.09,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ssi
SMP,"Standard Motor Products, Inc.",49.73,1134959643,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/smp
SXI,Standex International Corporation,86.95,1108177924,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sxi
SWJ,"Stanley Black & Decker, Inc.",25.5,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swj
SWK,"Stanley Black & Decker, Inc.",136.99,20955800723,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/swk
STN,Stantec Inc,23.3,2660508380,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
SGU,"Star Gas Partners, L.P.",9.73,543788605.4,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sgu
SRT,"StarTek, Inc.",10.48,165747173.6,n/a,1997,Technology,Professional Services,http://www.nasdaq.com/symbol/srt
STWD,"STARWOOD PROPERTY TRUST, INC.",21.62,5627338004,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stwd
STT,State Street Corporation,82.57,31065784309,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stt
STT^C,State Street Corporation,25.295,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,28.73,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^d
STT^E,State Street Corporation,26.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^e
STT^G,State Street Corporation,26.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/stt^g
STO,Statoil ASA,17.57,57015518151,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/sto
SPLP,Steel Partners Holdings LP,18.1,472622059.6,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,22.35,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/splp^a
SCS,Steelcase Inc.,16.6,1958821763,n/a,1998,Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/scs
SCM,Stellus Capital Investment Corporation,14.23,222592163.1,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/scm
SCQ,Stellus Capital Investment Corporation,25.5201,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/scq
SCL,Stepan Company,83.51,1876455253,n/a,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/scl
STE,STERIS plc,75,6369972900,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ste
STL,Sterling Bancorp,22.55,3057573938,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl
STC,Stewart Information Services Corporation,44.42,1053208594,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/stc
SF,Stifel Financial Corporation,46.57,3187712774,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
SF^A,Stifel Financial Corporation,26.518,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf^a
STM,STMicroelectronics N.V.,16.63,14693116572,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/stm
SGY,Stone Energy Corporation,21.34,426798420.8,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sgy
EDF,Stone Harbor Emerging Markets Income Fund,16.52,261738733.5,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/edf
EDI,Stone Harbor Emerging Markets Total Income Fund,16.32,156886673.3,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/edi
SGM,Stonegate Mortgage Corporation,7.97,206056555.3,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/sgm
STON,StoneMor Partners L.P.,9.02,341528733.9,n/a,2004,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ston
SRI,"Stoneridge, Inc.",17.37,488859021.9,n/a,1997,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/sri
STOR,STORE Capital Corporation,20.28,3475483864,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/stor
GJH,STRATS Trust,9.9001,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjh
GJO,STRATS Trust,22.33,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjo
GJS,STRATS Trust,19.75,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/gjs
SYK,Stryker Corporation,134.82,50391001075,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/syk
RGR,"Sturm, Ruger & Company, Inc.",63,1112847624,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",24.55,1499470866,n/a,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,7.4,50586795863,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",16.22,1522751945,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/inn
INN^B,"Summit Hotel Properties, Inc.",25.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^b
INN^C,"Summit Hotel Properties, Inc.",25.33,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^c
INN^D,"Summit Hotel Properties, Inc.",25.37,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/inn^d
SUM,"Summit Materials, Inc.",26.89,2861199258,n/a,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",23,1663201254,n/a,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",84.22,6214485914,n/a,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sui
SUI^A,"Sun Communities, Inc.",25.8979,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sui^a
